Survey_Iteration,Orig_ID,Month,Day,Year,demog_age_list,demog_state,demog_state_region,gw_belief,believer_confidence,believer_cause,believer_problem,gw_concern,believer_factor_open,believer_factor_open_coded,believer_factor_glaciers,believer_factor_warmer,believer_factor_models,believer_factor_hurricane,believer_factor_ipcc,believer_factor_mildwint,believer_factor_polarbrs,believer_factor_droughts,nonbeliever_confidence,nonbeliever_factor_open,nonbeliever_factor_open_coded,nonbeliever_factor_weath,nonbeliever_factor_scievid,nonbeliever_factor_distort,gw_noevidence,gw_scioverstate,gw_nattrend,gw_mediaoverstate,gw_adapt,govt_fed,govt_state,govt_local,govt_fedvsstate,state_neighborsact,govt_nostateaction,state_rps_economy,state_impactsfelt,state_rps_neighbr,state_rps_mystate_v1,captrade_govt_v1,fftax_govt,nuclear_govt,gastax_govt,rps_govt,ethanol_govt,vehicle_govt,captrade_support_v1,captrade_govt_v2,captrade_cost15dol,captrade_cost50,carbontax_support,carbontax_cost15dol,carbontax_cost50dol,busnesspay_revuse,busnesspay_govtlevel,willing2pay_list,demog_race,demog_relig,demog_relig_evang,demog_edu,demog_news,demog_polparty,demog_teaparty,demog_polviews,demog_income,demog_gender,TOTWEIGHT
FALL 2010,3213,12,9,2010,4,OREGON,4,1,1,1,1,1,SCIENCE,4,1,1,1,1,1,1,1,1,,,,,,,4,4,4,3,4,1,1,1,2,4,1,2,2,3,2,3,3,4,4,3,3,3,2,1,2,98,2,2,98,1,1,3,1,1,1,5,2,1,2,5,3,2,0.46
FALL 2010,2306,11,15,2010,3,MASSACHUSETTS,1,1,1,1,1,1,THE NEWS,6,1,2,1,3,4,3,1,1,,,,,,,4,4,3,3,3,1,1,1,2,3,2,2,2,2,2,4,4,4,4,3,4,4,4,,4,4,4,4,4,1,2,3,1,2,,4,5,2,2,3,,2,0.55
FALL 2010,2311,11,15,2010,4,PENNSYLVANIA,1,1,1,1,1,1,WILDLIFE HABITS AND WARMER TEMPERATURES,2,1,1,2,1,3,3,1,1,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,4,1,3,3,3,3,3,3,3,1,2,3,4,2,3,4,3,1,2,1,6,,4,1,4,2,2,2,2,0.55
FALL 2010,2313,11,15,2010,3,ALABAMA,2,2,,,,,,,,,,,,,,,1,TEMPERATURES HAVE FLUCUATED OVER LAST 4,2,1,3,3,4,1,2,1,1,3,3,3,1,4,1,1,3,1,1,3,3,3,3,3,3,3,4,,4,4,4,4,4,6,2,1,1,6,,4,5,4,2,2,,2,0.55
FALL 2010,2314,11,15,2010,3,VIRGINIA,2,1,1,3,2,2,WARMER WINTERS,2,2,1,3,3,3,1,2,2,,,,,,,3,2,2,1,3,2,2,2,2,3,3,1,2,3,3,4,4,3,4,3,4,4,4,,4,4,4,4,4,2,2,1,1,1,2,4,5,3,2,3,3,2,0.55
FALL 2010,2315,11,15,2010,3,MARYLAND,2,1,1,3,1,1,NOT MUCH SNOW,2,2,2,4,2,4,2,3,3,,,,,,,3,3,3,3,3,1,2,3,3,2,2,3,3,3,2,4,4,3,4,3,3,4,3,,2,3,3,3,3,2,2,2,1,1,2,4,1,4,2,2,3,2,0.55
FALL 2010,2317,11,15,2010,3,WEST VIRGINIA,2,1,2,3,2,2,MELTING,1,2,2,2,3,2,3,1,1,,,,,,,3,3,2,2,4,1,2,2,1,2,2,1,2,1,2,3,4,4,3,3,3,3,3,,2,2,3,2,3,1,2,3,1,2,,4,1,1,2,2,5,2,0.55
FALL 2010,2318,11,15,2010,2,NORTH CAROLINA,2,2,,,,,,,,,,,,,,,2,THE AREA,1,1,3,3,3,2,2,2,3,1,1,1,2,3,2,3,3,2,3,3,3,4,3,3,4,1,3,,3,3,3,3,3,3,2,2,1,2,,4,1,2,2,2,4,2,0.55
FALL 2010,2320,11,15,2010,3,TENNESSEE,2,2,,,,,,,,,,,,,,,2,NOT TO THAT EXTENT,9,4,3,3,2,1,1,1,2,2,2,2,2,98,1,98,2,2,98,2,4,2,4,2,2,4,4,,4,4,4,4,4,3,98,1,1,1,1,4,4,2,2,1,6,2,0.55
FALL 2010,2354,11,16,2010,3,FLORIDA,2,1,1,1,1,1,NOT SURE,10,1,2,2,1,2,3,2,1,,,,,,,3,3,3,3,3,1,1,1,3,3,2,2,2,3,2,4,4,3,4,3,3,3,2,98,2,3,3,3,3,2,2,1,1,2,,4,1,4,2,3,6,2,0.55
FALL 2010,2356,11,16,2010,3,TENNESSEE,2,98,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,3,3,4,4,4,1,4,98,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,2,1,1,,,4,5,,2,3,,2,0.55
FALL 2010,2359,11,16,2010,4,TEXAS,2,2,,,,,,,,,,,,,,,1,EARTH HAS CYCLES AND WE ARE IN ANOTHER,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,,4,1,4,2,1,2,2,0.55
FALL 2010,2362,11,16,2010,3,ILLINOIS,3,1,2,1,1,2,THE WEATHER VARIATIONS,3,1,1,2,2,3,2,1,2,,,,,,,4,2,4,2,4,1,2,2,2,2,2,2,98,2,2,3,4,3,4,4,4,1,2,1,2,4,4,2,4,2,1,2,1,6,,4,1,1,2,3,5,2,0.55
FALL 2010,2365,11,16,2010,2,OHIO,3,98,,,,,,,,,,,,,,,,,,,,,1,98,1,1,1,1,1,1,4,1,4,4,4,1,4,4,4,3,4,4,4,4,4,,4,4,4,4,4,1,1,1,1,1,2,4,1,4,1,3,6,2,0.55
FALL 2010,2367,11,16,2010,3,MICHIGAN,3,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,3,2,3,2,2,3,98,2,3,4,3,4,3,3,4,3,,3,3,3,3,3,5,2,1,1,2,,4,5,1,2,2,3,2,0.55
FALL 2010,2377,11,17,2010,3,NEW YORK,1,1,1,1,1,1,GOVERNMENT,10,1,1,1,1,2,3,2,2,,,,,,,3,1,1,1,4,3,2,2,1,4,1,4,4,3,1,3,3,4,98,3,3,1,1,1,1,1,1,1,3,6,1,3,1,2,,4,1,4,1,,4,2,0.55
FALL 2010,2382,11,17,2010,3,FLORIDA,2,1,1,2,2,2,CHANGE IN WEATHER PATTERNS,3,3,2,3,2,4,3,98,98,,,,,,,2,1,1,1,4,2,2,2,1,2,1,4,1,2,2,98,4,3,4,4,4,4,4,,1,2,1,1,1,2,1,5,1,1,2,4,1,4,1,2,3,2,0.55
FALL 2010,2394,11,17,2010,4,OHIO,3,2,,,,,,,,,,,,,,,2,YEARLY TEMPERATURE VARIATIONS,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,3,1,3,1,1,1,1,1,1,1,4,,2,3,4,2,3,2,1,3,1,1,1,4,1,2,2,1,2,2,0.55
FALL 2010,2398,11,17,2010,3,IOWA,3,1,1,2,1,1,READING AND PUBLIC DISCUSSIONS,6,1,4,2,2,4,4,4,4,,,,,,,4,4,98,98,3,1,2,2,1,4,1,2,4,4,1,3,3,3,4,4,4,1,4,,1,1,1,1,1,1,1,5,1,6,,4,1,1,2,5,3,2,0.55
FALL 2010,2400,11,17,2010,3,MINNESOTA,3,2,,,,,,,,,,,,,,,2,DO NOT SEE A LOT OF MELTING,1,3,1,98,2,3,2,2,3,3,3,3,2,3,2,1,3,3,1,2,2,4,4,2,2,1,2,1,2,3,2,2,3,2,1,3,1,2,,4,1,4,2,3,6,2,0.55
FALL 2010,2407,11,17,2010,2,CALIFORNIA,4,1,1,3,2,2,MULTIPLE THINGS,10,1,3,2,2,2,3,2,2,,,,,,,4,4,3,1,2,2,2,2,1,1,3,1,2,1,1,1,3,3,3,3,3,3,1,3,2,4,2,2,4,4,98,2,1,1,1,4,1,2,2,3,1,2,0.55
FALL 2010,2408,11,17,2010,3,CALIFORNIA,4,2,,,,,,,,,,,,,,,2,IT IS THE EARTHS NATURAL TRENDS,2,2,2,2,2,2,1,1,2,3,3,3,4,98,3,3,3,3,3,4,4,4,4,4,4,4,4,,3,4,3,3,4,3,98,1,1,1,2,4,5,4,2,3,,2,0.55
FALL 2010,2415,11,18,2010,2,NEW YORK,1,2,,,,,,,,,,,,,,,2,TOO MUCH CONFLICTING SCIENTIFIC EVIDENCE,5,1,3,3,1,1,98,1,98,1,1,1,1,4,4,2,4,1,2,4,98,4,4,3,3,3,2,3,2,3,4,2,3,1,1,4,1,,,4,5,4,1,1,6,2,0.55
FALL 2010,2418,11,18,2010,2,PENNSYLVANIA,1,1,1,3,1,2,CHANGE OF SEASONS,3,1,1,4,2,2,1,1,1,,,,,,,4,4,4,4,4,1,1,2,2,2,1,1,98,98,1,3,3,4,4,3,3,3,2,1,2,3,2,2,3,1,2,2,1,1,1,4,5,2,2,3,2,2,0.55
FALL 2010,2424,11,18,2010,4,NORTH CAROLINA,2,2,,,,,,,,,,,,,,,2,REALLY COLD WINTER IN NORTH CAROLINA LAS,1,4,3,2,1,1,1,1,2,3,3,3,2,2,3,2,4,1,4,4,4,4,4,4,4,1,4,,4,4,4,2,3,1,2,2,1,1,1,4,1,4,2,1,3,2,0.55
FALL 2010,2430,11,18,2010,3,KENTUCKY,2,1,2,3,2,2,TEMPERATURES INCREASING,2,98,2,2,1,4,1,1,1,,,,,,,3,2,2,2,2,2,2,2,3,1,4,98,98,1,4,3,4,4,4,98,3,98,3,,4,4,3,4,4,4,1,1,1,1,1,4,1,2,2,2,2,2,0.55
FALL 2010,2442,11,18,2010,3,UTAH,4,1,2,1,1,2,ICE CAPS,1,1,1,98,2,4,2,1,1,,,,,,,4,4,4,4,4,1,1,2,4,4,1,98,1,4,1,3,3,2,3,3,3,1,2,1,1,2,2,2,2,1,1,3,1,7,,4,4,1,2,3,6,2,0.55
FALL 2010,2456,11,19,2010,1,DELAWARE,2,2,,,,,,,,,,,,,,,2,NOT SURE,9,3,2,3,2,3,2,2,3,2,2,2,2,3,3,3,3,2,2,98,1,1,4,4,1,1,4,,4,4,4,4,4,2,1,2,1,,,4,1,4,2,3,,2,0.55
FALL 2010,2457,11,19,2010,4,VIRGINIA,2,1,2,1,2,2,COOLING COSTS,2,2,1,3,1,98,4,1,1,,,,,,,2,4,3,3,4,1,1,2,1,3,2,1,98,2,1,3,2,4,4,3,4,3,1,1,2,3,3,3,3,2,1,3,1,1,1,4,2,2,2,2,,2,0.55
FALL 2010,2480,11,19,2010,3,WASHINGTON,4,1,1,1,1,1,SCIENCE,4,1,3,1,2,98,4,1,2,,,,,,,4,4,4,4,4,1,1,1,2,4,1,1,1,2,1,4,3,4,3,3,4,3,4,,4,4,4,4,4,1,1,6,1,6,,4,1,1,2,4,2,2,0.55
FALL 2010,2486,11,21,2010,3,PENNSYLVANIA,1,1,1,3,2,2,MELTING OF THE ICE CAPS AND POLAR BEARS,1,1,2,4,3,3,3,1,1,,,,,,,4,4,2,1,4,2,2,2,1,2,1,4,2,2,4,2,4,3,4,4,3,3,1,1,1,4,4,1,4,3,2,2,1,98,,4,1,2,98,3,4,2,0.55
FALL 2010,2487,11,21,2010,3,ALABAMA,2,1,2,1,1,2,ARTICLES I READ,6,2,2,2,3,1,4,2,4,,,,,,,3,3,3,2,3,1,2,2,98,3,2,2,3,3,2,1,2,1,1,1,2,1,2,1,2,2,98,98,98,2,1,3,1,2,,4,1,1,2,4,4,2,0.55
FALL 2010,2492,11,21,2010,1,KENTUCKY,2,2,,,,,,,,,,,,,,,1,NO DIFFERENCE IN WEATHER,1,4,4,4,1,98,3,1,1,3,3,3,2,4,4,4,1,3,4,4,4,1,4,2,2,4,4,,4,4,4,4,4,6,2,1,1,1,1,4,4,2,2,98,2,2,0.55
FALL 2010,2499,11,21,2010,2,WISCONSIN,3,98,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,2,2,2,2,2,2,2,3,3,2,3,4,3,4,3,3,3,2,2,3,3,3,3,3,1,2,3,1,1,1,4,1,4,2,,4,2,0.55
FALL 2010,2508,11,22,2010,2,MASSACHUSETTS,1,1,2,3,2,2,MELTING ICE CAPS,1,1,3,2,2,2,3,2,1,,,,,,,3,3,3,3,3,1,1,2,2,3,2,2,2,3,2,3,2,4,3,3,4,3,2,1,2,3,2,2,3,1,2,2,1,6,,4,2,1,2,3,,2,0.55
FALL 2010,2528,11,22,2010,2,INDIANA,3,2,,,,,,,,,,,,,,,3,PATTERNS OF THE WEATHER,2,4,4,4,1,4,1,2,3,2,2,2,1,1,1,1,3,4,4,3,3,3,3,3,4,3,4,,2,2,2,3,3,6,1,3,1,1,1,4,1,3,2,3,4,2,0.55
FALL 2010,2531,11,22,2010,2,WISCONSIN,3,1,1,3,1,1,COLDER WINTERS AND DEEPER SNOWFALL,2,1,3,2,2,2,3,1,3,,,,,,,3,3,3,3,3,1,1,1,1,3,2,1,2,3,2,3,3,3,3,3,3,3,2,1,2,3,2,2,3,1,1,3,1,2,,4,5,1,2,3,4,2,0.55
FALL 2010,2537,11,22,2010,2,CALIFORNIA,4,2,,,,,,,,,,,,,,,3,COLDER,1,1,3,2,1,2,1,1,2,3,3,3,98,4,4,1,3,2,4,3,4,4,4,4,4,3,2,3,4,4,4,4,4,2,98,1,1,6,,4,1,2,1,2,4,2,0.55
FALL 2010,2547,11,23,2010,3,NEW JERSEY,1,1,2,2,3,3,THE NEWS,6,1,1,2,2,3,1,1,2,,,,,,,4,3,2,2,3,1,1,2,2,2,4,3,98,98,2,1,1,1,1,1,1,1,2,2,4,4,3,4,4,2,1,4,1,2,,4,1,3,2,5,,2,0.55
FALL 2010,2555,11,23,2010,2,TENNESSEE,2,1,2,98,2,1,TV REPORTS,6,1,1,1,1,1,1,98,1,,,,,,,3,4,1,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,98,,2,4,1,1,4,5,98,2,1,1,1,4,1,2,2,2,,2,0.55
FALL 2010,2556,11,23,2010,2,OKLAHOMA,2,98,,,,,,,,,,,,,,,,,,,,,4,98,4,1,4,1,1,2,3,4,1,4,98,4,1,4,98,98,98,3,3,3,2,1,2,1,1,2,2,1,2,6,1,1,1,4,1,4,98,4,6,2,0.55
FALL 2010,2558,11,23,2010,4,TEXAS,2,1,1,1,1,1,WATCHING NEWS AND MY OWN FINDINGS,6,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,4,1,1,1,1,4,1,1,1,4,1,3,3,3,3,3,3,3,1,1,1,3,1,1,3,1,1,2,1,1,2,4,1,2,2,1,3,2,0.55
FALL 2010,2566,11,23,2010,3,HAWAII,4,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,1,2,3,3,2,3,2,3,2,3,4,1,2,3,4,2,4,3,,3,3,3,3,4,1,2,3,1,2,,4,1,1,2,1,6,2,0.55
FALL 2010,2568,11,23,2010,4,CALIFORNIA,4,1,2,3,2,2,SIZE OF POLAR ICE CAPS,1,1,3,98,4,4,4,1,2,,,,,,,4,98,2,2,4,1,1,2,1,4,1,98,3,98,1,3,3,3,4,3,3,3,98,,4,4,4,4,4,1,98,2,1,1,2,4,1,2,98,2,,2,0.55
FALL 2010,2577,11,29,2010,3,NEW YORK,1,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,4,4,4,3,3,4,3,,3,3,3,3,3,3,2,1,1,2,,4,1,2,2,2,3,2,0.55
FALL 2010,2578,11,29,2010,3,PENNSYLVANIA,1,1,2,3,2,2,ARCTIC ICE MELTING,1,1,1,1,1,2,4,1,3,,,,,,,4,4,3,4,2,1,1,1,1,4,1,1,98,4,1,98,3,3,3,3,3,1,98,,98,98,2,2,4,6,98,3,1,2,,4,1,1,2,2,,2,0.55
FALL 2010,2590,11,29,2010,4,WISCONSIN,3,2,,,,,,,,,,,,,,,1,TALK RADIO,9,1,1,1,1,1,1,1,4,3,3,3,4,1,4,3,4,2,4,4,4,4,4,3,4,4,4,,4,4,4,4,4,6,98,1,1,2,,4,3,2,1,1,,2,0.55
FALL 2010,2616,11,30,2010,3,VIRGINIA,2,1,1,1,1,1,READING AND WEATHER,6,1,1,1,1,2,3,2,1,,,,,,,4,4,4,4,3,1,1,1,1,4,1,1,1,4,1,3,3,4,3,3,3,3,2,1,2,3,1,2,3,1,2,3,1,1,2,4,1,4,2,3,3,2,0.55
FALL 2010,2618,11,30,2010,2,NORTH CAROLINA,2,1,2,3,1,1,MELTING ICE,1,1,1,2,3,3,1,1,2,,,,,,,4,4,4,4,4,1,2,2,2,4,2,1,2,4,2,3,2,1,3,3,3,1,2,1,2,3,2,1,3,5,1,2,1,6,,4,5,1,2,2,4,2,0.55
FALL 2010,2619,11,30,2010,1,FLORIDA,2,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,98,98,98,3,3,3,3,3,3,3,4,4,4,4,4,4,4,98,,98,98,98,98,4,6,2,1,1,1,2,4,1,4,2,3,3,2,0.55
FALL 2010,2632,11,30,2010,3,ILLINOIS,3,1,2,3,2,2,TEMPERATURES GETTING HOTTER,2,2,2,2,4,2,2,98,2,,,,,,,4,4,3,4,4,2,3,3,2,2,1,98,2,98,1,1,4,3,4,3,3,1,3,,4,4,4,4,4,5,1,2,1,2,,4,1,,2,3,,2,0.55
FALL 2010,2653,12,1,2010,3,NEW JERSEY,1,2,,,,,,,,,,,,,,,2,EARTHS NATURAL CYCLE,2,2,2,2,3,2,2,3,3,2,2,2,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,,3,4,3,3,4,3,2,1,1,1,2,4,5,4,2,3,,2,0.55
FALL 2010,2662,12,1,2010,3,FLORIDA,2,1,2,3,1,1,WARMER WINTERS AND COOLER SUMMERS,2,2,2,2,2,2,2,2,2,,,,,,,4,3,3,3,3,1,1,2,2,4,2,2,2,2,2,3,3,4,3,3,2,3,2,1,3,3,2,3,3,2,1,2,1,1,1,4,1,,,,,2,0.55
FALL 2010,2665,12,1,2010,4,MARYLAND,2,2,,,,,,,,,,,,,,,3,DO NOT BELIEVE PUBLISHED INFORMATION,4,2,3,3,2,1,1,1,2,2,2,3,1,4,2,2,2,2,2,1,1,4,4,4,4,1,4,,4,4,4,4,4,1,98,2,1,6,,4,5,4,2,1,3,2,0.55
FALL 2010,2667,12,1,2010,3,WEST VIRGINIA,2,1,1,3,1,1,SEVERE STORMS,3,1,1,2,1,2,2,1,1,,,,,,,3,3,3,3,3,2,1,2,1,1,1,2,2,2,1,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,2,2,0.55
FALL 2010,2673,12,1,2010,4,FLORIDA,2,1,1,3,1,1,VERY HOT,2,1,1,4,98,1,2,98,2,,,,,,,4,4,4,3,4,1,1,2,1,2,2,2,2,3,1,3,3,3,3,3,3,3,3,,3,4,2,2,3,1,1,2,1,1,2,4,1,,,,,2,0.55
FALL 2010,2674,12,1,2010,3,FLORIDA,2,1,1,1,2,2,HOTTER THAN EVER AND GLACIERS ARE MELTIN,2,1,1,2,3,4,4,2,2,,,,,,,4,4,4,2,4,1,1,1,1,3,1,98,98,4,1,3,3,4,3,2,3,3,2,1,2,2,2,2,2,1,2,4,1,2,,4,1,4,2,4,4,2,0.55
FALL 2010,2686,12,1,2010,4,MISSOURI,3,1,1,3,1,2,GLACIAL MELTING,1,1,3,2,3,3,4,4,3,,,,,,,4,4,2,3,3,1,2,2,98,3,4,3,3,2,2,1,1,3,98,98,4,1,1,1,2,3,2,2,3,1,1,1,1,1,2,4,4,4,2,1,5,2,0.55
FALL 2010,2689,12,1,2010,3,OHIO,3,98,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,1,1,3,2,98,98,98,2,98,4,3,4,4,4,3,98,,4,4,4,4,4,3,98,1,1,6,,4,1,3,1,1,5,2,0.55
FALL 2010,2692,12,1,2010,4,INDIANA,3,2,,,,,,,,,,,,,,,2,WEATHER THE SAME,1,3,2,4,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,4,4,4,4,4,4,4,3,,3,3,3,3,3,1,2,1,1,6,,4,2,,2,3,2,2,0.55
FALL 2010,2711,12,1,2010,4,CALIFORNIA,4,98,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,1,2,2,1,1,2,4,1,4,2,1,4,2,0.55
FALL 2010,2713,12,1,2010,3,CALIFORNIA,4,2,,,,,,,,,,,,,,,2,SAME WEATHER EVERY YEAR,1,1,2,2,2,2,3,2,3,2,2,3,3,2,2,3,3,3,3,4,4,3,4,3,3,4,3,,2,3,3,3,4,4,2,2,1,1,2,4,1,1,2,1,6,2,0.55
FALL 2010,2716,12,1,2010,3,WASHINGTON,4,2,,,,,,,,,,,,,,,1,WHAT I READ,9,4,1,4,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,4,4,3,4,4,4,4,3,,3,3,3,3,3,3,2,1,1,1,1,4,1,2,2,2,3,2,0.55
FALL 2010,2737,12,2,2010,3,NORTH CAROLINA,2,1,1,3,1,1,WEATHER PATTERNS,3,1,3,1,3,98,4,2,3,,,,,,,4,4,4,4,4,1,2,2,1,4,1,1,98,4,1,3,1,4,4,1,1,1,1,1,1,2,2,1,2,1,1,5,1,2,,4,4,1,2,4,3,2,0.55
FALL 2010,2741,12,2,2010,2,FLORIDA,2,1,2,3,2,3,HOTTER WEATHER,2,1,1,4,3,4,4,4,1,,,,,,,1,3,3,4,4,2,2,2,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,98,98,98,1,1,1,4,1,98,2,2,4,2,0.55
FALL 2010,2747,12,2,2010,3,TEXAS,2,2,,,,,,,,,,,,,,,1,TEMPORARY SPIKE IN WEATHER CYCLES,2,1,1,1,1,2,1,1,1,3,3,3,1,1,4,1,4,4,1,4,4,4,4,3,3,1,1,3,4,4,4,4,4,1,2,5,1,1,2,4,5,2,2,3,,2,0.55
FALL 2010,2762,12,2,2010,3,MICHIGAN,3,2,,,,,,,,,,,,,,,2,SCIENTIFIC ARTICLES I READ,5,4,1,1,1,1,1,1,1,3,3,3,4,4,2,1,1,2,2,4,4,3,4,3,4,4,3,,3,4,4,3,4,1,2,3,1,6,,4,1,2,1,2,6,2,0.55
FALL 2010,2763,12,2,2010,2,IOWA,3,2,,,,,,,,,,,,,,,1,NOT THAT HOT,1,1,4,98,1,1,1,1,1,3,3,3,3,3,4,98,3,3,3,4,4,4,4,4,4,4,4,,3,4,4,3,3,6,98,1,1,2,,4,1,2,1,2,4,2,0.55
FALL 2010,2773,12,2,2010,4,MISSOURI,3,1,1,1,1,1,SCIENTISTS AND NATURE,4,1,1,4,4,4,1,3,2,,,,,,,4,4,3,3,3,1,1,1,1,4,1,1,1,2,1,3,3,3,3,3,3,3,2,1,98,98,98,98,98,1,98,,1,,,4,4,1,2,3,,2,0.55
FALL 2010,2787,12,2,2010,3,CALIFORNIA,4,1,1,3,2,1,NEWS,6,1,4,2,2,4,4,1,1,,,,,,,3,3,3,2,3,1,2,1,1,4,2,1,2,4,1,2,1,4,4,3,3,1,3,,3,4,3,3,4,1,1,5,1,1,2,4,4,4,2,4,4,2,0.55
FALL 2010,2793,12,2,2010,4,CALIFORNIA,4,1,1,98,1,1,WEATHER PATTERNS,3,1,1,98,1,2,1,1,1,,,,,,,3,3,98,3,98,1,1,2,2,3,3,2,2,3,2,2,2,4,4,3,4,3,3,,3,3,3,3,3,1,2,2,1,1,,4,1,1,2,3,5,2,0.55
FALL 2010,2797,12,3,2010,2,PENNSYLVANIA,1,1,2,2,2,3,GLACIERS MELTING,1,2,2,1,2,3,2,2,3,,,,,,,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,3,1,1,1,3,,3,4,2,2,4,4,2,2,1,2,,4,1,4,2,2,6,2,0.55
FALL 2010,2805,12,3,2010,3,NEW YORK,1,98,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,4,4,3,4,3,3,4,3,,3,3,3,3,3,1,2,2,1,2,,4,5,2,2,2,4,2,0.55
FALL 2010,2806,12,3,2010,2,NEW YORK,1,1,2,1,1,1,CLIMATE DATA,4,2,3,2,3,2,3,3,3,,,,,,,4,3,4,3,3,1,1,2,1,4,1,1,2,4,1,3,3,1,3,3,98,3,1,1,1,1,1,1,1,1,1,5,1,6,,4,4,1,2,4,5,2,0.55
FALL 2010,2820,12,3,2010,2,GEORGIA,2,1,2,1,2,2,OUTSIDE EXPOSURE,2,2,1,3,1,4,3,4,2,,,,,,,2,1,3,1,4,1,1,1,1,4,1,1,1,4,1,4,4,3,4,3,3,3,1,1,1,4,4,1,4,1,1,2,1,6,,4,2,3,2,1,3,2,0.55
FALL 2010,2837,12,3,2010,2,OHIO,3,1,1,2,1,1,HOT SUMMERS,2,1,1,2,1,1,2,2,1,,,,,,,4,4,4,98,2,2,2,2,4,98,2,98,98,4,98,3,4,98,4,3,3,3,1,1,1,1,4,1,1,1,98,98,1,1,2,4,6,4,2,2,3,2,0.55
FALL 2010,2856,12,3,2010,4,IDAHO,4,1,2,2,2,2,WARMER TEMPERATURES,2,2,3,2,2,2,4,2,2,,,,,,,3,3,3,3,3,2,2,2,3,3,2,3,4,3,3,4,4,1,4,1,1,1,3,,4,4,4,4,4,1,2,2,1,,,4,1,,2,,,2,0.55
FALL 2010,2859,12,3,2010,4,CALIFORNIA,4,1,1,1,1,1,CO2,10,2,3,1,4,3,4,2,3,,,,,,,4,4,1,3,4,1,1,1,1,3,1,1,2,1,1,3,2,1,1,2,2,1,1,2,1,1,1,1,1,5,2,3,1,6,,4,2,1,2,5,2,2,0.55
FALL 2010,2870,12,5,2010,3,MASSACHUSETTS,1,1,2,1,1,1,MILDER WINTERS AND MELTING GLACIERS,2,1,1,1,2,1,1,1,3,,,,,,,4,4,4,4,4,1,2,2,1,4,2,1,1,4,1,3,4,4,4,3,3,1,1,1,1,3,4,4,4,1,1,3,1,,,4,5,4,2,3,,2,0.55
FALL 2010,2880,12,5,2010,3,PENNSYLVANIA,1,98,,,,,,,,,,,,,,,,,,,,,4,2,2,1,4,2,2,2,1,2,2,1,3,2,1,2,4,98,4,3,3,3,2,1,1,2,4,1,2,2,2,5,1,6,,4,1,4,1,2,6,2,0.55
FALL 2010,2891,12,5,2010,3,NORTH CAROLINA,2,2,,,,,,,,,,,,,,,2,REASEARCH THAT I HAVE SEEN,5,1,1,2,1,2,1,2,3,3,3,3,4,3,4,1,4,1,4,1,4,3,4,3,4,4,4,,4,4,4,4,4,2,1,1,1,1,2,4,1,2,1,2,6,2,0.55
FALL 2010,2895,12,5,2010,3,GEORGIA,2,1,1,3,1,1,SCIENTIFIC EVIDENCE AND MELTING ICE CAPS,4,1,1,1,2,2,4,2,2,,,,,,,3,3,3,3,4,1,1,1,2,2,2,2,98,2,2,3,4,3,4,3,3,3,2,1,2,3,3,3,4,1,1,3,1,2,,4,2,1,2,3,6,2,0.55
FALL 2010,2920,12,5,2010,3,ILLINOIS,3,1,2,1,2,2,FOSSIL FUELS,8,1,4,2,1,1,4,1,2,,,,,,,4,4,4,3,3,1,1,2,1,98,1,98,98,2,1,3,3,3,4,3,3,1,1,1,2,2,2,2,2,1,1,5,1,1,2,4,1,2,2,3,6,2,0.55
FALL 2010,2938,12,5,2010,4,OREGON,4,1,2,3,2,2,MELTING POLAR CAPS AND WEATHER CHANGES,1,1,1,2,3,2,3,2,3,,,,,,,4,4,4,3,3,1,2,2,2,3,2,2,2,3,2,2,2,2,4,3,3,3,2,2,2,2,2,2,3,1,2,3,1,2,,4,2,2,2,2,5,2,0.55
