Congress,Year,Party,Committee,Position
92,1971,Republicans,Energy and Commerce,0.335
93,1973,Republicans,Energy and Commerce,0.294
94,1975,Republicans,Energy and Commerce,0.27
95,1977,Republicans,Energy and Commerce,0.273
96,1979,Republicans,Energy and Commerce,0.331
97,1981,Republicans,Energy and Commerce,0.323
98,1983,Republicans,Energy and Commerce,0.36
99,1985,Republicans,Energy and Commerce,0.373
100,1987,Republicans,Energy and Commerce,0.399
101,1989,Republicans,Energy and Commerce,0.402
102,1991,Republicans,Energy and Commerce,0.418
103,1993,Republicans,Energy and Commerce,0.402
104,1995,Republicans,Energy and Commerce,0.419
105,1997,Republicans,Energy and Commerce,0.432
106,1999,Republicans,Energy and Commerce,0.442
107,2001,Republicans,Energy and Commerce,0.447
108,2003,Republicans,Energy and Commerce,0.452
109,2005,Republicans,Energy and Commerce,0.534
110,2007,Republicans,Energy and Commerce,0.574
111,2009,Republicans,Energy and Commerce,0.634
112,2011,Republicans,Energy and Commerce,0.669
113,2013,Republicans,Energy and Commerce,0.699
80,1947,All,Financial Services,0.106
81,1949,All,Financial Services,-0.061
82,1951,All,Financial Services,-0.027
83,1953,All,Financial Services,0.01
84,1955,All,Financial Services,-0.051
85,1957,All,Financial Services,-0.058
86,1959,All,Financial Services,-0.139
87,1961,All,Financial Services,-0.119
88,1963,All,Financial Services,-0.124
89,1965,All,Financial Services,-0.149
90,1967,All,Financial Services,-0.105
91,1969,All,Financial Services,-0.073
92,1971,All,Financial Services,-0.085
93,1973,All,Financial Services,-0.118
94,1975,All,Financial Services,-0.122
95,1977,All,Financial Services,-0.128
96,1979,All,Financial Services,-0.08
97,1981,All,Financial Services,-0.052
98,1983,All,Financial Services,-0.041
99,1985,All,Financial Services,-0.058
100,1987,All,Financial Services,-0.045
101,1989,All,Financial Services,-0.055
102,1991,All,Financial Services,-0.061
103,1993,All,Financial Services,-0.11
104,1995,All,Financial Services,-0.004
105,1997,All,Financial Services,-0.009
106,1999,All,Financial Services,0.027
107,2001,All,Financial Services,0.091
108,2003,All,Financial Services,0.072
109,2005,All,Financial Services,0.086
110,2007,All,Financial Services,0.076
111,2009,All,Financial Services,0.061
112,2011,All,Financial Services,0.208
113,2013,All,Financial Services,0.228
80,1947,Democrats,Financial Services,-0.27
81,1949,Democrats,Financial Services,-0.366
82,1951,Democrats,Financial Services,-0.325
83,1953,Democrats,Financial Services,-0.374
84,1955,Democrats,Financial Services,-0.354
85,1957,Democrats,Financial Services,-0.356
86,1959,Democrats,Financial Services,-0.366
87,1961,Democrats,Financial Services,-0.369
88,1963,Democrats,Financial Services,-0.369
89,1965,Democrats,Financial Services,-0.327
90,1967,Democrats,Financial Services,-0.354
91,1969,Democrats,Financial Services,-0.292
92,1971,Democrats,Financial Services,-0.331
93,1973,Democrats,Financial Services,-0.401
94,1975,Democrats,Financial Services,-0.341
95,1977,Democrats,Financial Services,-0.301
96,1979,Democrats,Financial Services,-0.307
97,1981,Democrats,Financial Services,-0.324
98,1983,Democrats,Financial Services,-0.299
99,1985,Democrats,Financial Services,-0.298
100,1987,Democrats,Financial Services,-0.289
101,1989,Democrats,Financial Services,-0.321
102,1991,Democrats,Financial Services,-0.311
103,1993,Democrats,Financial Services,-0.413
104,1995,Democrats,Financial Services,-0.462
105,1997,Democrats,Financial Services,-0.477
106,1999,Democrats,Financial Services,-0.43
107,2001,Democrats,Financial Services,-0.454
108,2003,Democrats,Financial Services,-0.393
109,2005,Democrats,Financial Services,-0.403
110,2007,Democrats,Financial Services,-0.389
111,2009,Democrats,Financial Services,-0.34
112,2011,Democrats,Financial Services,-0.395
113,2013,Democrats,Financial Services,-0.366
80,1947,Republicans,Financial Services,0.365
81,1949,Republicans,Financial Services,0.382
82,1951,Republicans,Financial Services,0.321
83,1953,Republicans,Financial Services,0.342
84,1955,Republicans,Financial Services,0.344
85,1957,Republicans,Financial Services,0.332
86,1959,Republicans,Financial Services,0.253
87,1961,Republicans,Financial Services,0.255
88,1963,Republicans,Financial Services,0.215
89,1965,Republicans,Financial Services,0.206
90,1967,Republicans,Financial Services,0.233
91,1969,Republicans,Financial Services,0.218
92,1971,Republicans,Financial Services,0.277
93,1973,Republicans,Financial Services,0.273
94,1975,Republicans,Financial Services,0.318
95,1977,Republicans,Financial Services,0.229
96,1979,Republicans,Financial Services,0.304
97,1981,Republicans,Financial Services,0.311
98,1983,Republicans,Financial Services,0.36
99,1985,Republicans,Financial Services,0.314
100,1987,Republicans,Financial Services,0.32
101,1989,Republicans,Financial Services,0.344
102,1991,Republicans,Financial Services,0.373
103,1993,Republicans,Financial Services,0.365
104,1995,Republicans,Financial Services,0.39
105,1997,Republicans,Financial Services,0.412
106,1999,Republicans,Financial Services,0.432
107,2001,Republicans,Financial Services,0.445
108,2003,Republicans,Financial Services,0.479
109,2005,Republicans,Financial Services,0.522
110,2007,Republicans,Financial Services,0.583
111,2009,Republicans,Financial Services,0.641
112,2011,Republicans,Financial Services,0.688
113,2013,Republicans,Financial Services,0.75
80,1947,All,Oversight & Government Reform,0.123
81,1949,All,Oversight & Government Reform,-0.156
82,1951,All,Oversight & Government Reform,-0.036
83,1953,All,Oversight & Government Reform,0.003
84,1955,All,Oversight & Government Reform,-0.035
85,1957,All,Oversight & Government Reform,-0.025
86,1959,All,Oversight & Government Reform,-0.082
87,1961,All,Oversight & Government Reform,-0.088
88,1963,All,Oversight & Government Reform,-0.129
89,1965,All,Oversight & Government Reform,-0.151
90,1967,All,Oversight & Government Reform,-0.113
91,1969,All,Oversight & Government Reform,-0.147
92,1971,All,Oversight & Government Reform,-0.142
93,1973,All,Oversight & Government Reform,-0.118
94,1975,All,Oversight & Government Reform,-0.18
95,1977,All,Oversight & Government Reform,-0.144
96,1979,All,Oversight & Government Reform,-0.105
97,1981,All,Oversight & Government Reform,-0.05
98,1983,All,Oversight & Government Reform,-0.139
99,1985,All,Oversight & Government Reform,-0.046
100,1987,All,Oversight & Government Reform,-0.084
101,1989,All,Oversight & Government Reform,-0.103
102,1991,All,Oversight & Government Reform,-0.121
103,1993,All,Oversight & Government Reform,-0.139
104,1995,All,Oversight & Government Reform,0.029
105,1997,All,Oversight & Government Reform,0.091
106,1999,All,Oversight & Government Reform,0.023
107,2001,All,Oversight & Government Reform,-0.019
108,2003,All,Oversight & Government Reform,0.036
109,2005,All,Oversight & Government Reform,0.071
110,2007,All,Oversight & Government Reform,0.005
111,2009,All,Oversight & Government Reform,0.023
112,2011,All,Oversight & Government Reform,0.257
113,2013,All,Oversight & Government Reform,0.358
80,1947,Democrats,Oversight & Government Reform,-0.248
81,1949,Democrats,Oversight & Government Reform,-0.38
82,1951,Democrats,Oversight & Government Reform,-0.31
83,1953,Democrats,Oversight & Government Reform,-0.366
84,1955,Democrats,Oversight & Government Reform,-0.342
85,1957,Democrats,Oversight & Government Reform,-0.31
86,1959,Democrats,Oversight & Government Reform,-0.296
87,1961,Democrats,Oversight & Government Reform,-0.294
88,1963,Democrats,Oversight & Government Reform,-0.337
89,1965,Democrats,Oversight & Government Reform,-0.352
90,1967,Democrats,Oversight & Government Reform,-0.338
91,1969,Democrats,Oversight & Government Reform,-0.36
92,1971,Democrats,Oversight & Government Reform,-0.382
93,1973,Democrats,Oversight & Government Reform,-0.384
94,1975,Democrats,Oversight & Government Reform,-0.374
95,1977,Democrats,Oversight & Government Reform,-0.349
96,1979,Democrats,Oversight & Government Reform,-0.324
97,1981,Democrats,Oversight & Government Reform,-0.317
98,1983,Democrats,Oversight & Government Reform,-0.343
99,1985,Democrats,Oversight & Government Reform,-0.366
100,1987,Democrats,Oversight & Government Reform,-0.358
101,1989,Democrats,Oversight & Government Reform,-0.396
102,1991,Democrats,Oversight & Government Reform,-0.355
103,1993,Democrats,Oversight & Government Reform,-0.423
104,1995,Democrats,Oversight & Government Reform,-0.377
105,1997,Democrats,Oversight & Government Reform,-0.39
106,1999,Democrats,Oversight & Government Reform,-0.433
107,2001,Democrats,Oversight & Government Reform,-0.47
108,2003,Democrats,Oversight & Government Reform,-0.457
109,2005,Democrats,Oversight & Government Reform,-0.471
110,2007,Democrats,Oversight & Government Reform,-0.461
111,2009,Democrats,Oversight & Government Reform,-0.407
112,2011,Democrats,Oversight & Government Reform,-0.421
113,2013,Democrats,Oversight & Government Reform,-0.318
80,1947,Republicans,Oversight & Government Reform,0.355
81,1949,Republicans,Oversight & Government Reform,0.42
82,1951,Republicans,Oversight & Government Reform,0.362
83,1953,Republicans,Oversight & Government Reform,0.325
84,1955,Republicans,Oversight & Government Reform,0.367
85,1957,Republicans,Oversight & Government Reform,0.347
86,1959,Republicans,Oversight & Government Reform,0.288
87,1961,Republicans,Oversight & Government Reform,0.269
88,1963,Republicans,Oversight & Government Reform,0.2
89,1965,Republicans,Oversight & Government Reform,0.268
90,1967,Republicans,Oversight & Government Reform,0.185
91,1969,Republicans,Oversight & Government Reform,0.156
92,1971,Republicans,Oversight & Government Reform,0.205
93,1973,Republicans,Oversight & Government Reform,0.221
94,1975,Republicans,Oversight & Government Reform,0.223
95,1977,Republicans,Oversight & Government Reform,0.279
96,1979,Republicans,Oversight & Government Reform,0.285
97,1981,Republicans,Oversight & Government Reform,0.295
98,1983,Republicans,Oversight & Government Reform,0.304
99,1985,Republicans,Oversight & Government Reform,0.387
100,1987,Republicans,Oversight & Government Reform,0.387
101,1989,Republicans,Oversight & Government Reform,0.367
102,1991,Republicans,Oversight & Government Reform,0.296
103,1993,Republicans,Oversight & Government Reform,0.33
104,1995,Republicans,Oversight & Government Reform,0.365
105,1997,Republicans,Oversight & Government Reform,0.418
106,1999,Republicans,Oversight & Government Reform,0.404
107,2001,Republicans,Oversight & Government Reform,0.392
108,2003,Republicans,Oversight & Government Reform,0.431
109,2005,Republicans,Oversight & Government Reform,0.495
110,2007,Republicans,Oversight & Government Reform,0.608
111,2009,Republicans,Oversight & Government Reform,0.669
112,2011,Republicans,Oversight & Government Reform,0.728
113,2013,Republicans,Oversight & Government Reform,0.828
80,1947,All,Homeland Security,n.a.
81,1949,All,Homeland Security,n.a.
82,1951,All,Homeland Security,n.a.
83,1953,All,Homeland Security,n.a.
84,1955,All,Homeland Security,n.a.
85,1957,All,Homeland Security,n.a.
86,1959,All,Homeland Security,n.a.
87,1961,All,Homeland Security,n.a.
88,1963,All,Homeland Security,n.a.
89,1965,All,Homeland Security,n.a.
90,1967,All,Homeland Security,n.a.
91,1969,All,Homeland Security,n.a.
92,1971,All,Homeland Security,n.a.
93,1973,All,Homeland Security,n.a.
94,1975,All,Homeland Security,n.a.
95,1977,All,Homeland Security,n.a.
96,1979,All,Homeland Security,n.a.
97,1981,All,Homeland Security,n.a.
98,1983,All,Homeland Security,n.a.
99,1985,All,Homeland Security,n.a.
100,1987,All,Homeland Security,n.a.
101,1989,All,Homeland Security,n.a.
102,1991,All,Homeland Security,n.a.
103,1993,All,Homeland Security,n.a.
104,1995,All,Homeland Security,n.a.
105,1997,All,Homeland Security,n.a.
106,1999,All,Homeland Security,n.a.
107,2001,All,Homeland Security,n.a.
108,2003,All,Homeland Security,n.a.
109,2005,All,Homeland Security,0.095
110,2007,All,Homeland Security,-0.003
111,2009,All,Homeland Security,0.037
112,2011,All,Homeland Security,0.233
113,2013,All,Homeland Security,0.202
80,1947,Democrats,Homeland Security,n.a.
81,1949,Democrats,Homeland Security,n.a.
82,1951,Democrats,Homeland Security,n.a.
83,1953,Democrats,Homeland Security,n.a.
84,1955,Democrats,Homeland Security,n.a.
85,1957,Democrats,Homeland Security,n.a.
86,1959,Democrats,Homeland Security,n.a.
87,1961,Democrats,Homeland Security,n.a.
88,1963,Democrats,Homeland Security,n.a.
89,1965,Democrats,Homeland Security,n.a.
90,1967,Democrats,Homeland Security,n.a.
91,1969,Democrats,Homeland Security,n.a.
92,1971,Democrats,Homeland Security,n.a.
93,1973,Democrats,Homeland Security,n.a.
94,1975,Democrats,Homeland Security,n.a.
95,1977,Democrats,Homeland Security,n.a.
96,1979,Democrats,Homeland Security,n.a.
97,1981,Democrats,Homeland Security,n.a.
98,1983,Democrats,Homeland Security,n.a.
99,1985,Democrats,Homeland Security,n.a.
100,1987,Democrats,Homeland Security,n.a.
101,1989,Democrats,Homeland Security,n.a.
102,1991,Democrats,Homeland Security,n.a.
103,1993,Democrats,Homeland Security,n.a.
104,1995,Democrats,Homeland Security,n.a.
105,1997,Democrats,Homeland Security,n.a.
106,1999,Democrats,Homeland Security,n.a.
107,2001,Democrats,Homeland Security,n.a.
108,2003,Democrats,Homeland Security,n.a.
109,2005,Democrats,Homeland Security,-0.41
110,2007,Democrats,Homeland Security,-0.409
111,2009,Democrats,Homeland Security,-0.354
112,2011,Democrats,Homeland Security,-0.41
113,2013,Democrats,Homeland Security,-0.378
80,1947,Republicans,Homeland Security,n.a.
81,1949,Republicans,Homeland Security,n.a.
82,1951,Republicans,Homeland Security,n.a.
83,1953,Republicans,Homeland Security,n.a.
84,1955,Republicans,Homeland Security,n.a.
85,1957,Republicans,Homeland Security,n.a.
86,1959,Republicans,Homeland Security,n.a.
87,1961,Republicans,Homeland Security,n.a.
88,1963,Republicans,Homeland Security,n.a.
89,1965,Republicans,Homeland Security,n.a.
90,1967,Republicans,Homeland Security,n.a.
91,1969,Republicans,Homeland Security,n.a.
92,1971,Republicans,Homeland Security,n.a.
93,1973,Republicans,Homeland Security,n.a.
94,1975,Republicans,Homeland Security,n.a.
95,1977,Republicans,Homeland Security,n.a.
96,1979,Republicans,Homeland Security,n.a.
97,1981,Republicans,Homeland Security,n.a.
98,1983,Republicans,Homeland Security,n.a.
99,1985,Republicans,Homeland Security,n.a.
100,1987,Republicans,Homeland Security,n.a.
101,1989,Republicans,Homeland Security,n.a.
102,1991,Republicans,Homeland Security,n.a.
103,1993,Republicans,Homeland Security,n.a.
104,1995,Republicans,Homeland Security,n.a.
105,1997,Republicans,Homeland Security,n.a.
106,1999,Republicans,Homeland Security,n.a.
107,2001,Republicans,Homeland Security,n.a.
108,2003,Republicans,Homeland Security,n.a.
109,2005,Republicans,Homeland Security,0.44
110,2007,Republicans,Homeland Security,0.49
111,2009,Republicans,Homeland Security,0.607
112,2011,Republicans,Homeland Security,0.673
113,2013,Republicans,Homeland Security,0.685
80,1947,All,House Administration,0.172
81,1949,All,House Administration,-0.097
82,1951,All,House Administration,-0.012
83,1953,All,House Administration,0.106
84,1955,All,House Administration,0.004
85,1957,All,House Administration,0.016
86,1959,All,House Administration,-0.014
87,1961,All,House Administration,0.025
88,1963,All,House Administration,0.013
89,1965,All,House Administration,-0.042
90,1967,All,House Administration,0.048
91,1969,All,House Administration,-0.027
92,1971,All,House Administration,-0.019
93,1973,All,House Administration,-0.075
94,1975,All,House Administration,-0.123
95,1977,All,House Administration,-0.122
96,1979,All,House Administration,-0.099
97,1981,All,House Administration,-0.05
98,1983,All,House Administration,-0.075
99,1985,All,House Administration,-0.071
100,1987,All,House Administration,-0.069
101,1989,All,House Administration,-0.086
102,1991,All,House Administration,-0.098
103,1993,All,House Administration,-0.114
104,1995,All,House Administration,0.031
105,1997,All,House Administration,0.064
106,1999,All,House Administration,0.278
107,2001,All,House Administration,0
108,2003,All,House Administration,0.134
109,2005,All,House Administration,0.227
110,2007,All,House Administration,-0.097
111,2009,All,House Administration,-0.047
112,2011,All,House Administration,0.325
113,2013,All,House Administration,0.335
80,1947,Democrats,House Administration,-0.062
81,1949,Democrats,House Administration,-0.183
82,1951,Democrats,House Administration,-0.179
83,1953,Democrats,House Administration,-0.182
84,1955,Democrats,House Administration,-0.196
85,1957,Democrats,House Administration,-0.189
86,1959,Democrats,House Administration,-0.183
87,1961,Democrats,House Administration,-0.193
88,1963,Democrats,House Administration,-0.17
89,1965,Democrats,House Administration,-0.22
90,1967,Democrats,House Administration,-0.155
91,1969,Democrats,House Administration,-0.281
92,1971,Democrats,House Administration,-0.308
93,1973,Democrats,House Administration,-0.367
94,1975,Democrats,House Administration,-0.345
95,1977,Democrats,House Administration,-0.352
96,1979,Democrats,House Administration,-0.372
97,1981,Democrats,House Administration,-0.354
98,1983,Democrats,House Administration,-0.342
99,1985,Democrats,House Administration,-0.367
100,1987,Democrats,House Administration,-0.366
101,1989,Democrats,House Administration,-0.355
102,1991,Democrats,House Administration,-0.369
103,1993,Democrats,House Administration,-0.383
104,1995,Democrats,House Administration,-0.428
105,1997,Democrats,House Administration,-0.453
106,1999,Democrats,House Administration,-0.342
107,2001,Democrats,House Administration,-0.334
108,2003,Democrats,House Administration,-0.448
109,2005,Democrats,House Administration,-0.407
110,2007,Democrats,House Administration,-0.422
111,2009,Democrats,House Administration,-0.389
112,2011,Democrats,House Administration,-0.387
113,2013,Democrats,House Administration,-0.401
80,1947,Republicans,House Administration,0.356
81,1949,Republicans,House Administration,0.34
82,1951,Republicans,House Administration,0.3
83,1953,Republicans,House Administration,0.312
84,1955,Republicans,House Administration,0.258
85,1957,Republicans,House Administration,0.277
86,1959,Republicans,House Administration,0.286
87,1961,Republicans,House Administration,0.353
88,1963,Republicans,House Administration,0.288
89,1965,Republicans,House Administration,0.337
90,1967,Republicans,House Administration,0.306
91,1969,Republicans,House Administration,0.295
92,1971,Republicans,House Administration,0.414
93,1973,Republicans,House Administration,0.349
94,1975,Republicans,House Administration,0.347
95,1977,Republicans,House Administration,0.367
96,1979,Republicans,House Administration,0.385
97,1981,Republicans,House Administration,0.368
98,1983,Republicans,House Administration,0.383
99,1985,Republicans,House Administration,0.436
100,1987,Republicans,House Administration,0.439
101,1989,Republicans,House Administration,0.35
102,1991,Republicans,House Administration,0.354
103,1993,Republicans,House Administration,0.424
104,1995,Republicans,House Administration,0.36
105,1997,Republicans,House Administration,0.374
106,1999,Republicans,House Administration,0.381
107,2001,Republicans,House Administration,0.334
108,2003,Republicans,House Administration,0.425
109,2005,Republicans,House Administration,0.438
110,2007,Republicans,House Administration,0.553
111,2009,Republicans,House Administration,0.637
112,2011,Republicans,House Administration,0.682
113,2013,Republicans,House Administration,0.703
80,1947,All,Foreign Affairs,-0.032
81,1949,All,Foreign Affairs,-0.071
82,1951,All,Foreign Affairs,-0.053
83,1953,All,Foreign Affairs,0.019
84,1955,All,Foreign Affairs,0.015
85,1957,All,Foreign Affairs,-0.019
86,1959,All,Foreign Affairs,-0.152
87,1961,All,Foreign Affairs,-0.11
88,1963,All,Foreign Affairs,-0.066
89,1965,All,Foreign Affairs,-0.126
90,1967,All,Foreign Affairs,-0.072
91,1969,All,Foreign Affairs,-0.072
92,1971,All,Foreign Affairs,-0.077
93,1973,All,Foreign Affairs,-0.062
94,1975,All,Foreign Affairs,-0.192
95,1977,All,Foreign Affairs,-0.195
96,1979,All,Foreign Affairs,-0.14
97,1981,All,Foreign Affairs,-0.102
98,1983,All,Foreign Affairs,-0.177
99,1985,All,Foreign Affairs,-0.101
100,1987,All,Foreign Affairs,-0.117
101,1989,All,Foreign Affairs,-0.137
102,1991,All,Foreign Affairs,-0.134
103,1993,All,Foreign Affairs,-0.103
104,1995,All,Foreign Affairs,0.055
105,1997,All,Foreign Affairs,0.052
106,1999,All,Foreign Affairs,0.074
107,2001,All,Foreign Affairs,0.098
108,2003,All,Foreign Affairs,0.069
109,2005,All,Foreign Affairs,0.18
110,2007,All,Foreign Affairs,0.064
111,2009,All,Foreign Affairs,0.062
112,2011,All,Foreign Affairs,0.145
113,2013,All,Foreign Affairs,0.292
80,1947,Democrats,Foreign Affairs,-0.32
81,1949,Democrats,Foreign Affairs,-0.297
82,1951,Democrats,Foreign Affairs,-0.279
83,1953,Democrats,Foreign Affairs,-0.236
84,1955,Democrats,Foreign Affairs,-0.199
85,1957,Democrats,Foreign Affairs,-0.261
86,1959,Democrats,Foreign Affairs,-0.353
87,1961,Democrats,Foreign Affairs,-0.294
88,1963,Democrats,Foreign Affairs,-0.308
89,1965,Democrats,Foreign Affairs,-0.34
90,1967,Democrats,Foreign Affairs,-0.346
91,1969,Democrats,Foreign Affairs,-0.381
92,1971,Democrats,Foreign Affairs,-0.34
93,1973,Democrats,Foreign Affairs,-0.326
94,1975,Democrats,Foreign Affairs,-0.371
95,1977,Democrats,Foreign Affairs,-0.382
96,1979,Democrats,Foreign Affairs,-0.343
97,1981,Democrats,Foreign Affairs,-0.351
98,1983,Democrats,Foreign Affairs,-0.394
99,1985,Democrats,Foreign Affairs,-0.391
100,1987,Democrats,Foreign Affairs,-0.376
101,1989,Democrats,Foreign Affairs,-0.415
102,1991,Democrats,Foreign Affairs,-0.397
103,1993,Democrats,Foreign Affairs,-0.406
104,1995,Democrats,Foreign Affairs,-0.401
105,1997,Democrats,Foreign Affairs,-0.415
106,1999,Democrats,Foreign Affairs,-0.419
107,2001,Democrats,Foreign Affairs,-0.47
108,2003,Democrats,Foreign Affairs,-0.449
109,2005,Democrats,Foreign Affairs,-0.406
110,2007,Democrats,Foreign Affairs,-0.425
111,2009,Democrats,Foreign Affairs,-0.384
112,2011,Democrats,Foreign Affairs,-0.36
113,2013,Democrats,Foreign Affairs,-0.37
80,1947,Republicans,Foreign Affairs,0.213
81,1949,Republicans,Foreign Affairs,0.196
82,1951,Republicans,Foreign Affairs,0.212
83,1953,Republicans,Foreign Affairs,0.227
84,1955,Republicans,Foreign Affairs,0.257
85,1957,Republicans,Foreign Affairs,0.256
86,1959,Republicans,Foreign Affairs,0.23
87,1961,Republicans,Foreign Affairs,0.172
88,1963,Republicans,Foreign Affairs,0.306
89,1965,Republicans,Foreign Affairs,0.302
90,1967,Republicans,Foreign Affairs,0.31
91,1969,Republicans,Foreign Affairs,0.31
92,1971,Republicans,Foreign Affairs,0.249
93,1973,Republicans,Foreign Affairs,0.233
94,1975,Republicans,Foreign Affairs,0.152
95,1977,Republicans,Foreign Affairs,0.178
96,1979,Republicans,Foreign Affairs,0.216
97,1981,Republicans,Foreign Affairs,0.23
98,1983,Republicans,Foreign Affairs,0.258
99,1985,Republicans,Foreign Affairs,0.325
100,1987,Republicans,Foreign Affairs,0.321
101,1989,Republicans,Foreign Affairs,0.287
102,1991,Republicans,Foreign Affairs,0.276
103,1993,Republicans,Foreign Affairs,0.336
104,1995,Republicans,Foreign Affairs,0.427
105,1997,Republicans,Foreign Affairs,0.406
106,1999,Republicans,Foreign Affairs,0.415
107,2001,Republicans,Foreign Affairs,0.491
108,2003,Republicans,Foreign Affairs,0.507
109,2005,Republicans,Foreign Affairs,0.636
110,2007,Republicans,Foreign Affairs,0.67
111,2009,Republicans,Foreign Affairs,0.697
112,2011,Republicans,Foreign Affairs,0.489
113,2013,Republicans,Foreign Affairs,0.822
80,1947,All,Judiciary,0.08
81,1949,All,Judiciary,-0.006
82,1951,All,Judiciary,0.028
83,1953,All,Judiciary,0.072
84,1955,All,Judiciary,0.008
85,1957,All,Judiciary,0.005
86,1959,All,Judiciary,-0.048
87,1961,All,Judiciary,-0.005
88,1963,All,Judiciary,-0.038
89,1965,All,Judiciary,-0.115
90,1967,All,Judiciary,-0.059
91,1969,All,Judiciary,-0.093
92,1971,All,Judiciary,-0.121
93,1973,All,Judiciary,-0.117
94,1975,All,Judiciary,-0.167
95,1977,All,Judiciary,-0.13
96,1979,All,Judiciary,-0.112
97,1981,All,Judiciary,-0.062
98,1983,All,Judiciary,-0.132
99,1985,All,Judiciary,-0.037
100,1987,All,Judiciary,-0.072
101,1989,All,Judiciary,-0.065
102,1991,All,Judiciary,-0.112
103,1993,All,Judiciary,-0.108
104,1995,All,Judiciary,0.042
105,1997,All,Judiciary,0.054
106,1999,All,Judiciary,0.04
107,2001,All,Judiciary,0.088
108,2003,All,Judiciary,0.112
109,2005,All,Judiciary,0.16
110,2007,All,Judiciary,-0.003
111,2009,All,Judiciary,0.02
112,2011,All,Judiciary,0.279
113,2013,All,Judiciary,0.331
80,1947,Democrats,Judiciary,-0.208
81,1949,Democrats,Judiciary,-0.19
82,1951,Democrats,Judiciary,-0.176
83,1953,Democrats,Judiciary,-0.159
84,1955,Democrats,Judiciary,-0.198
85,1957,Democrats,Judiciary,-0.196
86,1959,Democrats,Judiciary,-0.222
87,1961,Democrats,Judiciary,-0.198
88,1963,Democrats,Judiciary,-0.233
89,1965,Democrats,Judiciary,-0.278
90,1967,Democrats,Judiciary,-0.277
91,1969,Democrats,Judiciary,-0.347
92,1971,Democrats,Judiciary,-0.408
93,1973,Democrats,Judiciary,-0.436
94,1975,Democrats,Judiciary,-0.395
95,1977,Democrats,Judiciary,-0.327
96,1979,Democrats,Judiciary,-0.351
97,1981,Democrats,Judiciary,-0.358
98,1983,Democrats,Judiciary,-0.372
99,1985,Democrats,Judiciary,-0.387
100,1987,Democrats,Judiciary,-0.403
101,1989,Democrats,Judiciary,-0.395
102,1991,Democrats,Judiciary,-0.401
103,1993,Democrats,Judiciary,-0.44
104,1995,Democrats,Judiciary,-0.486
105,1997,Democrats,Judiciary,-0.489
106,1999,Democrats,Judiciary,-0.506
107,2001,Democrats,Judiciary,-0.508
108,2003,Democrats,Judiciary,-0.506
109,2005,Democrats,Judiciary,-0.469
110,2007,Democrats,Judiciary,-0.504
111,2009,Democrats,Judiciary,-0.444
112,2011,Democrats,Judiciary,-0.451
113,2013,Democrats,Judiciary,-0.337
80,1947,Republicans,Judiciary,0.31
81,1949,Republicans,Judiciary,0.306
82,1951,Republicans,Judiciary,0.316
83,1953,Republicans,Judiciary,0.26
84,1955,Republicans,Judiciary,0.272
85,1957,Republicans,Judiciary,0.262
86,1959,Republicans,Judiciary,0.283
87,1961,Republicans,Judiciary,0.271
88,1963,Republicans,Judiciary,0.24
89,1965,Republicans,Judiciary,0.239
90,1967,Republicans,Judiciary,0.232
91,1969,Republicans,Judiciary,0.245
92,1971,Republicans,Judiciary,0.257
93,1973,Republicans,Judiciary,0.278
94,1975,Republicans,Judiciary,0.308
95,1977,Republicans,Judiciary,0.281
96,1979,Republicans,Judiciary,0.323
97,1981,Republicans,Judiciary,0.332
98,1983,Republicans,Judiciary,0.348
99,1985,Republicans,Judiciary,0.429
100,1987,Republicans,Judiciary,0.424
101,1989,Republicans,Judiciary,0.429
102,1991,Republicans,Judiciary,0.356
103,1993,Republicans,Judiciary,0.389
104,1995,Republicans,Judiciary,0.437
105,1997,Republicans,Judiciary,0.461
106,1999,Republicans,Judiciary,0.477
107,2001,Republicans,Judiciary,0.542
108,2003,Republicans,Judiciary,0.582
109,2005,Republicans,Judiciary,0.624
110,2007,Republicans,Judiciary,0.675
111,2009,Republicans,Judiciary,0.687
112,2011,Republicans,Judiciary,0.754
113,2013,Republicans,Judiciary,0.824
80,1947,All,Merchant Marine and Fisheries,0.039
81,1949,All,Merchant Marine and Fisheries,-0.011
82,1951,All,Merchant Marine and Fisheries,-0.02
83,1953,All,Merchant Marine and Fisheries,0.031
84,1955,All,Merchant Marine and Fisheries,-0.049
85,1957,All,Merchant Marine and Fisheries,-0.008
86,1959,All,Merchant Marine and Fisheries,-0.039
87,1961,All,Merchant Marine and Fisheries,-0.019
88,1963,All,Merchant Marine and Fisheries,-0.052
89,1965,All,Merchant Marine and Fisheries,-0.105
90,1967,All,Merchant Marine and Fisheries,-0.058
91,1969,All,Merchant Marine and Fisheries,-0.049
92,1971,All,Merchant Marine and Fisheries,-0.049
93,1973,All,Merchant Marine and Fisheries,-0.057
94,1975,All,Merchant Marine and Fisheries,-0.124
95,1977,All,Merchant Marine and Fisheries,-0.128
96,1979,All,Merchant Marine and Fisheries,-0.095
97,1981,All,Merchant Marine and Fisheries,-0.038
98,1983,All,Merchant Marine and Fisheries,-0.036
99,1985,All,Merchant Marine and Fisheries,-0.024
100,1987,All,Merchant Marine and Fisheries,-0.021
101,1989,All,Merchant Marine and Fisheries,-0.019
102,1991,All,Merchant Marine and Fisheries,-0.026
103,1993,All,Merchant Marine and Fisheries,-0.037
104,1995,All,Merchant Marine and Fisheries,n.a.
