"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.fact","Input.MC","Input.round","Input.order","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.consent","Approve","Reject"
"3L2OEKSTW9OAVHN1XCZ1YG9ZOXNY8G","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:35 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:35 GMT 2014","","","3OWEPKL08AQF6OCX683MSKAGHTPN7M","A21IFZJ0EDKM4E","Approved","Tue Dec 09 01:58:13 GMT 2014","Tue Dec 09 01:58:49 GMT 2014","Tue Dec 09 01:58:49 PST 2014","Mon Dec 08 21:35:07 PST 2014","","","36","100% (50/50)","100% (50/50)","100% (50/50)","Despite serving on the Senate Banking Committee and holding hearings into JP Morgan Chase bank's activities, Reed accepted campaign contributions from bank CEO Jamie Dimon.","Jack Reed","august","0.358090884","1","7","1","1"
"3L2OEKSTW9OAVHN1XCZ1YG9ZOXNY8G","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:35 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:35 GMT 2014","","","3SBEHTYCWOH677X7W1GU0PYWZT4IY2","AYXRX78MS7V66","Approved","Tue Dec 09 02:02:58 GMT 2014","Tue Dec 09 02:03:15 GMT 2014","Tue Dec 09 02:03:15 PST 2014","Mon Dec 08 21:35:07 PST 2014","","","17","100% (48/48)","100% (48/48)","100% (48/48)","Despite serving on the Senate Banking Committee and holding hearings into JP Morgan Chase bank's activities, Reed accepted campaign contributions from bank CEO Jamie Dimon.","Jack Reed","august","0.358090884","2","6","2",""
"3L2OEKSTW9OAVHN1XCZ1YG9ZOXNY8G","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:35 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:35 GMT 2014","","","3TY7ZAOG5GY0G7RAOWQXLDJPFKCK0C","A2T5CROJ0FWIJY","Approved","Tue Dec 09 01:39:04 GMT 2014","Tue Dec 09 01:39:24 GMT 2014","Tue Dec 09 01:39:24 PST 2014","Mon Dec 08 21:35:08 PST 2014","","","20","100% (39/39)","100% (39/39)","100% (39/39)","Despite serving on the Senate Banking Committee and holding hearings into JP Morgan Chase bank's activities, Reed accepted campaign contributions from bank CEO Jamie Dimon.","Jack Reed","august","0.358090884","3","5","3","1"
"3P888QFVX38477JVDJ73IGWX4TBOQ7","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","324G5B4FB4MCLSKQ521OH8E390E70V","A3NU1SQPI1NXY4","Approved","Tue Dec 09 01:57:17 GMT 2014","Tue Dec 09 01:57:47 GMT 2014","Tue Dec 09 01:57:47 PST 2014","Mon Dec 08 21:35:07 PST 2014","","","30","100% (50/50)","100% (50/50)","100% (50/50)","After President Obama named three nominees to the U.S. Court of Appeals for the D.C. Circuit in 2013, Grassley argued in a news release that Obama was trying to 'pack' the D.C. Circuit Court of Appeals. Politifact rated this statement as 'false.' Politifact determined that Obama's actions were within the bounds of his constitutional duty to fill court vacancies.","Chuck Grassley","nov-pre","0.735509559","3","4","4","1"
"3P888QFVX38477JVDJ73IGWX4TBOQ7","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","35LDD5557BIXJLYHD1DVJAQ2INGMKS","A80VSGAD9H8VE","Approved","Tue Dec 09 02:07:29 GMT 2014","Tue Dec 09 02:08:09 GMT 2014","Tue Dec 09 02:08:09 PST 2014","Mon Dec 08 21:35:07 PST 2014","","","40","100% (50/50)","100% (50/50)","100% (50/50)","After President Obama named three nominees to the U.S. Court of Appeals for the D.C. Circuit in 2013, Grassley argued in a news release that Obama was trying to 'pack' the D.C. Circuit Court of Appeals. Politifact rated this statement as 'false.' Politifact determined that Obama's actions were within the bounds of his constitutional duty to fill court vacancies.","Chuck Grassley","nov-pre","0.735509559","5","5","5","1"
"3P888QFVX38477JVDJ73IGWX4TBOQ7","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3LPW2N6LKUGDEAINFG0B8VOEYJN5UH","A2LV5QYHH24OMY","Approved","Tue Dec 09 01:52:35 GMT 2014","Tue Dec 09 01:53:46 GMT 2014","Tue Dec 09 01:53:46 PST 2014","Mon Dec 08 21:35:08 PST 2014","","","71","100% (49/49)","100% (48/48)","100% (48/48)","After President Obama named three nominees to the U.S. Court of Appeals for the D.C. Circuit in 2013, Grassley argued in a news release that Obama was trying to 'pack' the D.C. Circuit Court of Appeals. Politifact rated this statement as 'false.' Politifact determined that Obama's actions were within the bounds of his constitutional duty to fill court vacancies.","Chuck Grassley","nov-pre","0.735509559","2","6","2","1"
"3P888QFVX38477JVDJ73IGWX4TBOQ7","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3TDXMTX3CC84ONN1QIL2HYE30J96IO","A21YQXPL0SNNR2","Approved","Tue Dec 09 01:34:06 GMT 2014","Tue Dec 09 01:35:24 GMT 2014","Tue Dec 09 01:35:24 PST 2014","Mon Dec 08 21:35:08 PST 2014","","","78","100% (50/50)","100% (50/50)","100% (50/50)","After President Obama named three nominees to the U.S. Court of Appeals for the D.C. Circuit in 2013, Grassley argued in a news release that Obama was trying to 'pack' the D.C. Circuit Court of Appeals. Politifact rated this statement as 'false.' Politifact determined that Obama's actions were within the bounds of his constitutional duty to fill court vacancies.","Chuck Grassley","nov-pre","0.735509559","1","5","3","1"
"3P888QFVX38477JVDJ73IGWX4TBOQ7","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3TPZPLC3M1QX8QNNKBDOJS3VC64P3F","A3EJ44J2ZNRMDA","Approved","Tue Dec 09 02:08:02 GMT 2014","Tue Dec 09 02:08:35 GMT 2014","Tue Dec 09 02:08:35 PST 2014","Mon Dec 08 21:35:08 PST 2014","","","33","100% (51/51)","100% (50/50)","100% (50/50)","After President Obama named three nominees to the U.S. Court of Appeals for the D.C. Circuit in 2013, Grassley argued in a news release that Obama was trying to 'pack' the D.C. Circuit Court of Appeals. Politifact rated this statement as 'false.' Politifact determined that Obama's actions were within the bounds of his constitutional duty to fill court vacancies.","Chuck Grassley","nov-pre","0.735509559","6","7","2","1"
"3SCKNODZ0XUCJ4E4G5YK30FX9TEN7T","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","33F859I567RAY4TCGRKPS2ZGE77BHN","A1GKEEI844CEKI","Approved","Tue Dec 09 01:53:48 GMT 2014","Tue Dec 09 01:54:07 GMT 2014","Tue Dec 09 01:54:07 PST 2014","Mon Dec 08 21:35:02 PST 2014","","","19","100% (50/50)","100% (50/50)","100% (50/50)","In 2012, Collins had cast 5,000 consecutive votes, not missing a single vote since her inauguration in the Senate in 1997","Susan Collins","august","0.027148952","7","7","7","1"
"3SCKNODZ0XUCJ4E4G5YK30FX9TEN7T","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","38F71OA9GUAM3Z63CQMY3XYXAR3FMN","A347XXV5JH19PB","Approved","Tue Dec 09 02:52:22 GMT 2014","Tue Dec 09 02:52:46 GMT 2014","Tue Dec 09 02:52:46 PST 2014","Mon Dec 08 21:35:02 PST 2014","","","24","100% (45/45)","100% (44/44)","100% (44/44)","In 2012, Collins had cast 5,000 consecutive votes, not missing a single vote since her inauguration in the Senate in 1997","Susan Collins","august","0.027148952","4","4","4","1"
"3SCKNODZ0XUCJ4E4G5YK30FX9TEN7T","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","3L4D84MIL06GGNRO4JX6QQITMCNJHN","AG0X3PQK2FWQJ","Approved","Tue Dec 09 03:11:24 GMT 2014","Tue Dec 09 03:11:50 GMT 2014","Tue Dec 09 03:11:50 PST 2014","Mon Dec 08 21:35:02 PST 2014","","","26","100% (20/20)","100% (20/20)","100% (20/20)","In 2012, Collins had cast 5,000 consecutive votes, not missing a single vote since her inauguration in the Senate in 1997","Susan Collins","august","0.027148952","6","6","5","1"
"3SCKNODZ0XUCJ4E4G5YK30FX9TEN7T","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","3RXCAC0YIS3DWA0UT9IXG0XER198GM","A2WQ3ZGXUF5FHO","Approved","Tue Dec 09 02:04:14 GMT 2014","Tue Dec 09 02:06:37 GMT 2014","Tue Dec 09 02:06:37 PST 2014","Mon Dec 08 21:35:03 PST 2014","","","143","100% (48/48)","100% (47/47)","100% (47/47)","In 2012, Collins had cast 5,000 consecutive votes, not missing a single vote since her inauguration in the Senate in 1997","Susan Collins","august","0.027148952","7","7","6","1"
"3SCKNODZ0XUCJ4E4G5YK30FX9TEN7T","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","3TR2532VIQ80JY778062TZT3DY66J8","AKFWAW2AJ5DOQ","Approved","Tue Dec 09 02:53:34 GMT 2014","Tue Dec 09 02:53:51 GMT 2014","Tue Dec 09 02:53:51 PST 2014","Mon Dec 08 21:35:03 PST 2014","","","17","100% (24/24)","100% (24/24)","100% (24/24)","In 2012, Collins had cast 5,000 consecutive votes, not missing a single vote since her inauguration in the Senate in 1997","Susan Collins","august","0.027148952","5","7","5","1"
"3VP28W7DUNYJFM7T1C7QMFZNHV5ZFQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","317HQ483I86CV8TTPZ7JJ90PV9ZNIG","A110JX7PI2TTSS","Approved","Tue Dec 09 01:51:59 GMT 2014","Tue Dec 09 01:52:33 GMT 2014","Tue Dec 09 01:52:33 PST 2014","Mon Dec 08 21:35:03 PST 2014","","","34","100% (6/6)","100% (5/5)","100% (5/5)","In 1984, she was co-chairwoman of the platform committee at the RNC.","Paula Hawkins","retired-dead","0.027450819","6","5","4","1"
"3VP28W7DUNYJFM7T1C7QMFZNHV5ZFQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","37Z929RLGAMZKZ19R7N9WAC4TPPSTG","A3NF9B2NLCLZWT","Approved","Tue Dec 09 02:09:44 GMT 2014","Tue Dec 09 02:10:17 GMT 2014","Tue Dec 09 02:10:17 PST 2014","Mon Dec 08 21:35:03 PST 2014","","","33","100% (50/50)","100% (50/50)","100% (50/50)","In 1984, she was co-chairwoman of the platform committee at the RNC.","Paula Hawkins","retired-dead","0.027450819","1","4","1","1"
"3VP28W7DUNYJFM7T1C7QMFZNHV5ZFQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","38JBBYETQPOETVH1BB2WZLWXCZX4ET","A3NU1SQPI1NXY4","Approved","Tue Dec 09 01:48:21 GMT 2014","Tue Dec 09 01:48:36 GMT 2014","Tue Dec 09 01:48:36 PST 2014","Mon Dec 08 21:35:03 PST 2014","","","15","100% (50/50)","100% (50/50)","100% (50/50)","In 1984, she was co-chairwoman of the platform committee at the RNC.","Paula Hawkins","retired-dead","0.027450819","4","5","4","1"
"3VP28W7DUNYJFM7T1C7QMFZNHV5ZFQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","3EJPLAJKENUQJDCBQM9OHTHTWWDZ6G","ABOEYY9Y0PFRI","Approved","Tue Dec 09 02:06:21 GMT 2014","Tue Dec 09 02:06:36 GMT 2014","Tue Dec 09 02:06:36 PST 2014","Mon Dec 08 21:35:04 PST 2014","","","15","100% (51/51)","100% (50/50)","100% (50/50)","In 1984, she was co-chairwoman of the platform committee at the RNC.","Paula Hawkins","retired-dead","0.027450819","4","5","5","1"
"3VP28W7DUNYJFM7T1C7QMFZNHV5ZFQ","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","3NAPMVF0ZXTJH2N4KP520W7I6YX279","A3HB9PPUZU565U","Approved","Tue Dec 09 01:49:35 GMT 2014","Tue Dec 09 01:50:06 GMT 2014","Tue Dec 09 01:50:06 PST 2014","Mon Dec 08 21:35:04 PST 2014","","","31","100% (51/51)","100% (50/50)","100% (50/50)","In 1984, she was co-chairwoman of the platform committee at the RNC.","Paula Hawkins","retired-dead","0.027450819","4","5","4","1"
"3126F2F5F8HXV45RJSPIDZC9VVJEP2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3K9FOBBF2IXEL91ZA24WBPSHCD2NL3","AG0X3PQK2FWQJ","Approved","Tue Dec 09 03:16:38 GMT 2014","Tue Dec 09 03:18:23 GMT 2014","Tue Dec 09 03:18:23 PST 2014","Mon Dec 08 21:34:13 PST 2014","","","105","100% (20/20)","100% (20/20)","100% (20/20)","In 2012, PolitiFact rated Ayotte's claim that Barack Obama's first speech abroad as President was an apology 'false.'","Kelly Ayotte","august","0.73832895","4","3","4","1"
"3126F2F5F8HXV45RJSPIDZC9VVJEP2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3KOPY89HM9G1MFKPPY84MWHJ37X3JS","A80VSGAD9H8VE","Approved","Tue Dec 09 01:43:37 GMT 2014","Tue Dec 09 01:44:18 GMT 2014","Tue Dec 09 01:44:18 PST 2014","Mon Dec 08 21:34:10 PST 2014","","","41","100% (50/50)","100% (50/50)","100% (50/50)","In 2012, PolitiFact rated Ayotte's claim that Barack Obama's first speech abroad as President was an apology 'false.'","Kelly Ayotte","august","0.73832895","2","5","4","1"
"3126F2F5F8HXV45RJSPIDZC9VVJEP2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3TPWUS5F8AFB5ZG7PQ2K4PFLBGOWCJ","ANBP9PU6EH8DB","Approved","Tue Dec 09 02:45:11 GMT 2014","Tue Dec 09 02:45:46 GMT 2014","Tue Dec 09 02:45:46 PST 2014","Mon Dec 08 21:34:03 PST 2014","","","35","100% (43/43)","100% (43/43)","100% (43/43)","In 2012, PolitiFact rated Ayotte's claim that Barack Obama's first speech abroad as President was an apology 'false.'","Kelly Ayotte","august","0.73832895","2","5","1","1"
"3126F2F5F8HXV45RJSPIDZC9VVJEP2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3TR2532VIQ80JY778062TZT3DY9J6O","A3JZS32RQUWGJM","Approved","Tue Dec 09 03:32:36 GMT 2014","Tue Dec 09 03:33:10 GMT 2014","Tue Dec 09 03:33:10 PST 2014","Mon Dec 08 21:34:05 PST 2014","","","34","100% (38/38)","100% (38/38)","100% (38/38)","In 2012, PolitiFact rated Ayotte's claim that Barack Obama's first speech abroad as President was an apology 'false.'","Kelly Ayotte","august","0.73832895","2","5","2","1"
"3126F2F5F8HXV45RJSPIDZC9VVJEP2","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:34 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:34 GMT 2014","","","3ZGVPD4G6UVWLBNNMZHHS397G4MZTP","A18JA2145UWXG","Approved","Tue Dec 09 01:51:31 GMT 2014","Tue Dec 09 01:52:50 GMT 2014","Tue Dec 09 01:52:50 PST 2014","Mon Dec 08 21:34:00 PST 2014","","","79","100% (16/16)","100% (16/16)","100% (16/16)","In 2012, PolitiFact rated Ayotte's claim that Barack Obama's first speech abroad as President was an apology 'false.'","Kelly Ayotte","august","0.73832895","6","4","2","1"
"3GKAWYFRAP7S3YRRNXEY7HUOVJIPDK","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","33FOTY3KENZI4Y04S2DZBZPRF3I1CS","A27PBC5O3Z5ZED","Approved","Tue Dec 09 03:00:16 GMT 2014","Tue Dec 09 03:08:38 GMT 2014","Tue Dec 09 03:08:38 PST 2014","Mon Dec 08 21:35:04 PST 2014","","","502","100% (45/45)","100% (44/44)","100% (44/44)","The Environmental Defense Fund praised her for her efforts in fighting climate change.","Susan Collins","nov-pre","0.027683482","6","7","7","1"
"3GKAWYFRAP7S3YRRNXEY7HUOVJIPDK","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","352YTHGROWRQD5831CA2KOTA4FW4HG","A3FAURB3U6YND5","Approved","Tue Dec 09 02:56:11 GMT 2014","Tue Dec 09 02:56:28 GMT 2014","Tue Dec 09 02:56:28 PST 2014","Mon Dec 08 21:35:04 PST 2014","","","17","100% (50/50)","100% (50/50)","100% (50/50)","The Environmental Defense Fund praised her for her efforts in fighting climate change.","Susan Collins","nov-pre","0.027683482","7","7","7","1"
"3GKAWYFRAP7S3YRRNXEY7HUOVJIPDK","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","36DSNE9QZ6CQ84DB8WSWAZFUYY0JOA","A3HTLXAPOBCVVO","Approved","Tue Dec 09 03:00:55 GMT 2014","Tue Dec 09 03:23:50 GMT 2014","Tue Dec 09 03:23:50 PST 2014","Mon Dec 08 21:35:05 PST 2014","","","1375","100% (19/19)","100% (18/18)","100% (18/18)","The Environmental Defense Fund praised her for her efforts in fighting climate change.","Susan Collins","nov-pre","0.027683482","6","6","6","1"
"3GKAWYFRAP7S3YRRNXEY7HUOVJIPDK","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","3TPZPLC3M1QX8QNNKBDOJS3VC69P3K","A3G9MSZVWB7W42","Approved","Tue Dec 09 02:57:54 GMT 2014","Tue Dec 09 03:01:48 GMT 2014","Tue Dec 09 03:01:48 PST 2014","Mon Dec 08 21:35:05 PST 2014","","","234","100% (43/43)","100% (43/43)","100% (43/43)","The Environmental Defense Fund praised her for her efforts in fighting climate change.","Susan Collins","nov-pre","0.027683482","6","6","6","1"
"3GKAWYFRAP7S3YRRNXEY7HUOVJIPDK","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:51 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:51 GMT 2014","","","3WZ36BJEV4U03DK7GL1E6L24P18TBL","A149ROBL26JWPJ","Approved","Tue Dec 09 03:00:51 GMT 2014","Tue Dec 09 03:02:48 GMT 2014","Tue Dec 09 03:02:48 PST 2014","Mon Dec 08 21:35:05 PST 2014","","","117","100% (25/25)","100% (25/25)","100% (25/25)","The Environmental Defense Fund praised her for her efforts in fighting climate change.","Susan Collins","nov-pre","0.027683482","6","5","5","1"
"3RSBJ6YZEC47GITMZ3W96HSJXR3FO5","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:52 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:52 GMT 2014","","","31LM9EDVOM68QJDZ7HSJVAFP8OPJNP","A2YYQJ3JWA2KGD","Approved","Tue Dec 09 01:54:33 GMT 2014","Tue Dec 09 01:56:16 GMT 2014","Tue Dec 09 01:56:16 PST 2014","Mon Dec 08 21:35:05 PST 2014","","","103","100% (7/7)","100% (7/7)","100% (7/7)","Monica Wehby criticized him for not taking the proper steps to reform the Department of Veteran Affairs","Jeff Merkley","nov-pre","0.031619501","4","4","4","1"
"3RSBJ6YZEC47GITMZ3W96HSJXR3FO5","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:52 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:52 GMT 2014","","","3HWRJOOET6GXVGJC1CYEXOC3QF5SET","AV3CA0IYNRCCJ","Approved","Tue Dec 09 02:40:19 GMT 2014","Tue Dec 09 02:47:01 GMT 2014","Tue Dec 09 02:47:01 PST 2014","Mon Dec 08 21:35:05 PST 2014","","","402","100% (19/19)","100% (19/19)","100% (19/19)","Monica Wehby criticized him for not taking the proper steps to reform the Department of Veteran Affairs","Jeff Merkley","nov-pre","0.031619501","4","5","5","1"
"3RSBJ6YZEC47GITMZ3W96HSJXR3FO5","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:52 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:52 GMT 2014","","","3MMN5BL1W0IRNNQASVLW2O9071V3MZ","AEDV0CBBPU0RE","Approved","Tue Dec 09 02:10:26 GMT 2014","Tue Dec 09 02:11:05 GMT 2014","Tue Dec 09 02:11:05 PST 2014","Mon Dec 08 21:35:06 PST 2014","","","39","100% (50/50)","100% (50/50)","100% (50/50)","Monica Wehby criticized him for not taking the proper steps to reform the Department of Veteran Affairs","Jeff Merkley","nov-pre","0.031619501","5","5","5","1"
"3RSBJ6YZEC47GITMZ3W96HSJXR3FO5","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:52 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:52 GMT 2014","","","3OF2M9AATH2XISX0SQ3PRCMBXRXKZ6","A2PXJTMWGUE5DC","Approved","Tue Dec 09 02:00:07 GMT 2014","Tue Dec 09 02:01:08 GMT 2014","Tue Dec 09 02:01:08 PST 2014","Mon Dec 08 21:35:06 PST 2014","","","61","100% (50/50)","100% (50/50)","100% (50/50)","Monica Wehby criticized him for not taking the proper steps to reform the Department of Veteran Affairs","Jeff Merkley","nov-pre","0.031619501","4","5","5","1"
"3RSBJ6YZEC47GITMZ3W96HSJXR3FO5","37XOZLJ3ZW3SQ9JGWCGINDGWIU9IK2","Answer a few questions about items in the news","Please answer questions about these political facts","news, facts, short survey","$0.10","Tue Dec 09 01:33:52 GMT 2014","5","BatchId:1760695;","1800","28800","Tue Dec 16 01:33:52 GMT 2014","","","3XLBSAQ9Z5Q9NDQG9WEGN7HPQ6UZ79","A21IFZJ0EDKM4E","Approved","Tue Dec 09 01:38:11 GMT 2014","Tue Dec 09 01:38:56 GMT 2014","Tue Dec 09 01:38:56 PST 2014","Mon Dec 08 21:35:06 PST 2014","","","45","100% (50/50)","100% (50/50)","100% (50/50)","Monica Wehby criticized him for not taking the proper steps to reform the Department of Veteran Affairs","Jeff Merkley","nov-pre","0.031619501","2","3","4","1"
